file,model_count
2009-02-18_13-23-46.dimacs,20664917605326290120365742070727553825439988636209735536967419318393332613443729995998216991409227401530611680940000000000000000000
2009-03-08_09-30-56.dimacs,61994752815978870361097226212182661476319965908629206610902257955179997840331189987994650974227682204591835042820000000000000000000
2009-03-20_22-17-13.dimacs,82659670421305160481462968282910215301759954544838942147869677273573330453774919983992867965636909606122446723760000000000000000000
2009-03-28_02-13-01.dimacs,82659670421305160481462968282910215301759954544838942147869677273573330453774919983992867965636909606122446723760000000000000000000
2009-03-31_23-41-53.dimacs,41329835210652580240731484141455107650879977272419471073934838636786665226887459991996433982818454803061223361880000000000000000000
2009-04-02_10-02-37.dimacs,41330292424226297585655403269894724621286723995557605981316223293129259205895177135184988889793508367941880411480000000000000000000
2009-04-07_20-07-23.dimacs,47212866742510976489544590676735329806214092274833625426893201940786579449556824585992346440790694497009932200280000000000000000000
2009-04-13_14-23-12.dimacs,94272546861640973030810251674580937344819545062765511176746261809359953440834569906074097034818076399793032411480000000000000000000
2009-04-20_22-04-21.dimacs,188391907099900966113341573670272152422030450638629282676452381546506701423390060546237598222872840205359232833880000000000000000000
2009-04-22_21-35-52.dimacs,321364533346703633270227652098388698483025991332916940887555211027715938985976824081472771448541755822311735125880000000000000000000
2009-04-25_13-16-53.dimacs,321364533346703633270227652098388698483025991332916940887555211027715938985976824081472771448541755822311735125880000000000000000000
2009-04-26_01-08-51.dimacs,321364533346703633270227652098388698483025991332916940887555211027715938985976824081472771448541755822311735125880000000000000000000
2009-04-29_12-01-51.dimacs,964093600040110899810682956295166095449077973998750822662665633083147816957930472244418314345625267466935205377640000000000000000000
2009-05-14_00-23-34.dimacs,964093600040110899810682956295166095449077973998750822662665633083147816957930472244418314345625267466935205377640000000000000000000
2009-05-17_16-44-54.dimacs,1889622764840438669847226917521638299567779645554148950732663752935385547466060724471610639964189636795096188772040000000000000000000
2009-05-19_17-36-16.dimacs,1889622764840438669847226917521638299567779645554148950732663752935385547466060724471610639964189636795096188772040000000000000000000
2009-05-25_04-15-37.dimacs,1889622764840438669847226917521638299567779645554148950732663752935385547466060724471610639964189636795096188772040000000000000000000
2009-06-03_12-47-26.dimacs,2833665894998569582736910173301291327943699598836018274052271967404692702107239641533000423524686547623588355817160000000000000000000
2009-06-10_13-39-35.dimacs,5665795285472962321405959940640250413071459458681626244011096610812614166030776392717169774206177280109064856952520000000000000000000
2009-06-17_11-54-52.dimacs,2846452176912253797835530113718786092691403077328089739814187292513514293938906800168913044457648872782066076459400000000000000000000
2009-06-18_08-20-02.dimacs,2846452176912253797835530113718786092691403077328089739814187292513514293938906800168913044457648872782066076459400000000000000000000
2009-06-19_12-10-38.dimacs,2846452176912253797835530113718786092691403077328089739814187292513514293938906800168913044457648872782066076459400000000000000000000
2009-06-19_13-14-48.dimacs,4744086961520422996392550189531310154485671795546816233023645487522523823231511333614855074096081454636776794099000000000000000000000
2009-06-19_13-45-01.dimacs,2846452176912253797835530113718786092691403077328089739814187292513514293938906800168913044457648872782066076459400000000000000000000
2009-06-26_01-55-45.dimacs,3252988260722625170207667922227554055504206116696995310242316792082501077421180667386606033351135445170183968350600000000000000000000
2009-07-03_22-16-17.dimacs,5204781217156200272332268675564086488806729786715192496387706867332001723873889067818569653361816712272294349360960000000000000000000
2009-07-04_16-50-43.dimacs,15614343651468600816996806026692259466420189360145577489163120601996005171621667203455708960085450136816883048082880000000000000000000
2009-07-05_12-49-29.dimacs,15614343651468600816996806026692259466420189360145577489163120601996005171621667203455708960085450136816883048082880000000000000000000
2009-07-11_21-36-13.dimacs,78071718257343004084984030133461297332100946800727887445815603009980025858108336017278544800427250684084415240414400000000000000000000
2009-07-27_02-55-02.dimacs,156948299589503977284246246144587144121233862125174619092103531824186649920939438385250682846219730756664546101864000000000000000000000
2009-08-13_00-59-32.dimacs,156948299589503977284246246144587144121233862125174619092103531824186649920939438385250682846219730756664546101864000000000000000000000
2009-08-21_00-05-51.dimacs,134509888842825688330198479381142438882106701567387589311744821926475221909420201278610111258188781427128109730248000000000000000000000
2009-08-21_13-18-31.dimacs,134509888842825688330198479381142438882106701567387589311744821926475221909420201278610111258188781427128109730248000000000000000000000
2009-08-21_14-40-29.dimacs,269019777685651376660396958762284877764213403134775178623489643852950443818840402557220222516377562854256219460496000000000000000000000
2009-08-22_18-00-39.dimacs,269019777685651376660396958762284877764213403134775178623489643852950443818840402557220222516377562854256219460496000000000000000000000
2009-09-04_02-21-13.dimacs,358693036914201835547195945016379837018951204179700238164652858470600591758453870076293630021836750472341625947328000000000000000000000
2009-09-13_14-57-24.dimacs,358693036914201835547195945016379837018951204179700238164652858470600591758453870076293630021836750472341625947328000000000000000000000
2009-09-19_22-29-42.dimacs,716216329657633668505492829881674352873369163815573188978434610880029837365250938325381791051315212268087605044648000000000000000000000
2009-09-26_14-31-04.dimacs,1106880593777296209144924778208327225746492868447697162356001763912506176755362417512732370285464291445693519638904000000000000000000000
2009-10-02_01-29-25.dimacs,1106862739036324337143335873602056257018201332327848015790739727758384758555921135295601119749967096755414659101048000000000000000000000
2009-10-09_22-11-30.dimacs,2213602889652070733988355166240329240440314189073307897101168125997589124974411890144650834124734163191122441662840000000000000000000000
2009-10-14_00-29-28.dimacs,3099044045512899027583697232736460936616439864702631055941635376396624774964176646202511167774627828467571418327976000000000000000000000
2009-10-17_21-38-19.dimacs,3099044045512899027583697232736460936616439864702631055941635376396624774964176646202511167774627828467571418327976000000000000000000000
2009-10-25_04-35-22.dimacs,5586382396320611628292376042195025200278596546677493356929397581856207489758546571672919387795740294740825996842432000000000000000000000
2009-10-27_17-34-36.dimacs,5586382396320611628292376042195025200278596546677493356929397581856207489758546571672919387795740294740825996842432000000000000000000000
2009-11-01_23-05-09.dimacs,11172752561139029562502298661885791855687959255522249367663223982876895090530800532443110834153582941675729149547968000000000000000000000
2009-11-02_10-49-02.dimacs,11172752561139029562502298661885791855687959255522249367663223982876895090530800532443110834153582941675729149547968000000000000000000000
2009-11-08_18-03-09.dimacs,14820998295388508603319375775970948379994231665488698140777746099734656752744939481812289882040467167529028463686080000000000000000000000
2009-11-21_18-32-19.dimacs,14820998295388508603319375775970948379994231665488698140777746099734656752744939481812289882040467167529028463686080000000000000000000000
2009-11-22_03-43-55.dimacs,44462994886165525809958127327912845139982694996466094422333238299203970258234818445436869646121401502587085391058240000000000000000000000
2009-11-23_06-20-09.dimacs,78725967811316584999175947993599505763136101550777824195091534550523402296741075916051314967643910279664119868631360000000000000000000000
2009-11-27_02-35-15.dimacs,78727602062470795889931124683352557408548785182215608662283294240112326549202911312723002355416415100385959103058560000000000000000000000
2009-12-05_17-56-25.dimacs,78727602062470795889931124683352557408548785182215608662283294240112326549202911312723002355416415100385959103058560000000000000000000000
2009-12-07_01-37-34.dimacs,78727602062470795889931124683352557408548785182215608662283294240112326549202911312723002355416415100385959103058560000000000000000000000
2009-12-11_02-21-10.dimacs,78727602062470795889931124683352557408548785182215608662283294240112326549202911312723002355416415100385959103058560000000000000000000000
2010-01-06_08-54-49.dimacs,236180583773953131428328724668176646028981824508339484474270501278855423400942683758635408513087134760733792651573120000000000000000000000
2010-01-06_09-19-04.dimacs,472361017382999502482425892845507761541846101669998108109000648458930292695536215317200473414483824410695852812269440000000000000000000000
2010-01-13_18-31-29.dimacs,118104962463061447851123306425856342875473183668252528601249485074333702363766704906800458304641087938750217540466560000000000000000000000
2010-01-13_18-55-37.dimacs,523036262336414983340688928457363804162809813387975483805533433900620681896681121730116315349124818014465249107780480000000000000000000000
2010-01-18_02-08-30.dimacs,871727103894024972234481547428939673604683022313292473009222389834367803161135202883527192248541363357442081846300800000000000000000000000
2010-01-18_04-57-17.dimacs,290575701298008324078160515809646557868227674104430824336407463278122601053711734294509064082847121119147360615433600000000000000000000000
2010-01-20_02-45-23.dimacs,484289189815401866203344482407813947285323092632851477361131587059989169147342222992118716100506986370787613293993600000000000000000000000
2010-01-20_02-47-37.dimacs,966677054723923585615323847557352873408944292645319280016121638477942902222812006720299132427989415303772947035981440000000000000000000000
2010-01-23_00-10-40.dimacs,2900020269898497222301216591809710989296075061093567758174409789210040481738432355104637456570577064525924552629162880000000000000000000000
